,Brand,pickup,Model,Price,Range,Battery,Weight
0,BMW,4.9,iX3 50 xDrive (MY26),58755.0,610.0,108.7,2360 kg
1,BMW,4.9,iX xDrive40,69905.0,360.0,71.0,2440 kg
2,BMW,4.9,iX3 (MY22-24),64165.0,385.0,74.0,2255 kg
3,BMW,4.9,iX1 xDrive30,47465.0,380.0,64.7,2085 kg
4,BMW,4.9,i4 eDrive40,57890.0,515.0,80.7,2125 kg
5,BMW,4.9,iX1 eDrive20,45465.0,390.0,64.7,1940 kg
6,BMW,4.9,i4 eDrive40,59465.0,525.0,81.3,2120 kg
7,BMW,4.9,i4 eDrive35,51270.0,430.0,67.1,2075 kg
8,BMW,4.9,i3 120 Ah,33805.0,235.0,37.9,1345 kg
9,BMW,4.9,iX xDrive50,102755.0,505.0,105.2,2585 kg
10,BMW,4.9,i4 M50,71085.0,450.0,80.7,2290 kg
11,BMW,4.9,i7 xDrive60,113970.0,510.0,101.7,2715 kg
12,BMW,4.9,iX xDrive60,93105.0,525.0,109.1,2580 kg
13,BMW,4.9,i5 eDrive40 Sedan (MY23-24),74105.0,470.0,81.2,2205 kg
14,BMW,4.9,i4 eDrive40,59365.0,515.0,81.3,2125 kg
15,BMW,4.9,iX2 eDrive20,51615.0,395.0,64.7,1960 kg
16,BMW,4.9,iX xDrive45,75305.0,470.0,94.8,2525 kg
17,BMW,4.9,i4 M60 xDrive,71000.0,465.0,81.3,2285 kg
18,BMW,4.9,i4 eDrive35,51730.0,435.0,67.1,2070 kg
19,BMW,4.9,i4 eDrive35,49995.0,430.0,67.0,2065 kg
20,BMW,4.9,iX2 xDrive30,57445.0,385.0,64.7,2095 kg
21,BMW,4.9,i5 eDrive40 Sedan (MY25),67705.0,480.0,81.2,2195 kg
22,BMW,4.9,i3s 120 Ah,34805.0,230.0,37.9,1365 kg
23,BMW,4.9,i3 94 Ah,28570.0,165.0,27.2,1320 kg
24,BMW,4.9,i3 60 Ah,27850.0,115.0,18.8,1270 kg
25,BMW,4.9,i7 M70 xDrive,163315.0,490.0,101.7,2770 kg
26,BMW,4.9,iX M60,122775.0,485.0,105.2,2659 kg
27,BMW,4.9,i7 eDrive50,100205.0,520.0,101.7,2595 kg
28,BMW,4.9,i4 M50,72375.0,450.0,81.3,2290 kg
29,BMW,4.9,i5 eDrive40 Touring (MY25),69955.0,465.0,81.2,2255 kg
30,BMW,4.9,i3 94 Ah,29570.0,165.0,27.2,1320 kg
31,BMW,4.9,i5 M60 xDrive Sedan (MY23-24),97745.0,420.0,81.2,2380 kg
32,BMW,4.9,i5 eDrive40 Touring (MY24),69945.0,455.0,81.2,2255 kg
33,BMW,4.9,iX M70 xDrive,114205.0,500.0,108.9,2655 kg
34,BMW,4.9,i5 M60 xDrive Sedan (MY25),97755.0,430.0,81.2,2370 kg
35,BMW,4.9,i5 M60 xDrive Touring (MY25),100005.0,425.0,81.2,2425 kg
36,BMW,4.9,i3s 94 Ah,32475.0,160.0,27.2,1340 kg
37,BMW,4.9,i5 M60 xDrive Touring (MY24),99995.0,415.0,81.2,2425 kg
38,Volvo,5.9,EX60 P6 (MY27),56860.0,455.0,80.0,2190 kg
39,Volvo,5.9,EX60 P12 AWD (MY27),64860.0,610.0,112.0,2405 kg
40,Volvo,5.9,EX30 Single Motor ER (MY24),37260.0,365.0,65.0,1850 kg
41,Volvo,5.9,EX60 P10 AWD (MY27),59860.0,500.0,91.0,2350 kg
42,Volvo,5.9,EX60 Cross Country P10 AWD (MY28),62000.0,490.0,91.0,2370 kg
43,Volvo,5.9,EX40 Single Motor ER (MY26),48010.0,400.0,79.0,2075 kg
44,Volvo,5.9,EX30 Single Motor (MY24),33060.0,275.0,49.0,1840 kg
45,Volvo,5.9,EX30 Twin Motor Performance (MY24),42360.0,340.0,65.0,1960 kg
46,Volvo,5.9,ES90 Twin Motor (MY26),82750.0,535.0,102.0,2610 kg
47,Volvo,5.9,EX90 Twin Motor (MY26),89560.0,480.0,102.0,2725 kg
48,Volvo,5.9,EX40 Single Motor ER (MY25),47705.0,400.0,79.0,2075 kg
49,Volvo,5.9,EX90 Twin Motor (MY24-25),89560.0,505.0,107.0,2754 kg
50,Volvo,5.9,XC40 P8 AWD Recharge (MY21),49950.0,335.0,75.0,2188 kg
51,Volvo,5.9,ES90 Single Motor (MY26),69150.0,485.0,88.0,2410 kg
52,Volvo,5.9,C40 Recharge Twin Motor (MY24),53605.0,400.0,79.0,2185 kg
53,Volvo,5.9,EX30 Cross Country (MY26),46995.0,335.0,65.0,1960 kg
54,Volvo,5.9,XC40 Recharge Twin Motor (MY24),51755.0,385.0,79.0,2170 kg
55,Volvo,5.9,EX90 Twin Motor Performance (MY24-25),99960.0,485.0,107.0,2762 kg
56,Volvo,5.9,EX40 Single Motor (MY25),45955.0,345.0,67.0,2040 kg
57,Volvo,5.9,XC40 Recharge Single Motor (MY24),46505.0,340.0,66.0,2040 kg
58,Volvo,5.9,EC40 Single Motor ER (MY25),54305.0,420.0,79.0,2095 kg
59,Volvo,5.9,EC40 Single Motor ER (MY26),54160.0,420.0,79.0,2095 kg
60,Volvo,5.9,XC40 Recharge Pure Electric (MY23),45750.0,330.0,67.0,2023 kg
61,Volvo,5.9,XC40 Recharge Pure Electric (MY22),48300.0,305.0,67.0,2030 kg
62,Volvo,5.9,EX90 Twin Motor Performance (MY26),99960.0,465.0,102.0,2725 kg
63,Volvo,5.9,EX40 Single Motor (MY26),46260.0,345.0,67.0,2040 kg
64,Volvo,5.9,EX90 Single Motor (MY26),82660.0,425.0,88.0,2556 kg
65,Volvo,5.9,EX40 Twin Motor (MY26),57660.0,385.0,79.0,2170 kg
66,Volvo,5.9,ES90 Twin Motor Performance (MY26),87350.0,535.0,102.0,2610 kg
67,Volvo,5.9,C40 Recharge Single Motor (MY24),48355.0,355.0,66.0,2065 kg
68,Volvo,5.9,EX40 Twin Motor (MY25),57805.0,385.0,79.0,2170 kg
69,Volvo,5.9,EX40 Twin Motor Performance (MY26),59610.0,385.0,79.0,2170 kg
70,Volvo,5.9,C40 Recharge Twin Pure Electric (MY22),58350.0,360.0,75.0,2185 kg
71,Volvo,5.9,XC40 Recharge Twin Pure Electric (MY22),49950.0,335.0,75.0,2188 kg
72,Volvo,5.9,EX90 Single Motor (MY24-25),82660.0,485.0,100.0,2582 kg
73,Volvo,5.9,EC40 Single Motor (MY25),52555.0,360.0,67.0,2057 kg
74,Volvo,5.9,C40 Recharge Pure Electric (MY23),47100.0,335.0,67.0,2045 kg
75,Volvo,5.9,XC40 Recharge Twin Pure Electric (MY23),57000.0,350.0,75.0,2188 kg
76,Volvo,5.9,EC40 Single Motor (MY26),52410.0,360.0,67.0,2057 kg
77,Volvo,5.9,EC40 Twin Motor (MY26),57660.0,400.0,79.0,2185 kg
78,Volvo,5.9,EX40 Twin Motor Performance (MY25),59555.0,385.0,79.0,2170 kg
79,Volvo,5.9,EC40 Twin Motor Performance (MY26),59610.0,400.0,79.0,2185 kg
80,Volvo,5.9,EC40 Twin Motor (MY25),57805.0,400.0,79.0,2185 kg
81,Volvo,5.9,EC40 Twin Motor Performance (MY25),59555.0,400.0,79.0,2185 kg
82,Volvo,3.9,EX60 P6 (MY27),56860.0,455.0,80.0,2190 kg
83,Volvo,3.9,EX60 P12 AWD (MY27),64860.0,610.0,112.0,2405 kg
84,Volvo,3.9,EX30 Single Motor ER (MY24),37260.0,365.0,65.0,1850 kg
85,Volvo,3.9,EX60 P10 AWD (MY27),59860.0,500.0,91.0,2350 kg
86,Volvo,3.9,EX60 Cross Country P10 AWD (MY28),62000.0,490.0,91.0,2370 kg
87,Volvo,3.9,EX40 Single Motor ER (MY26),48010.0,400.0,79.0,2075 kg
88,Volvo,3.9,EX30 Single Motor (MY24),33060.0,275.0,49.0,1840 kg
89,Volvo,3.9,EX30 Twin Motor Performance (MY24),42360.0,340.0,65.0,1960 kg
90,Volvo,3.9,ES90 Twin Motor (MY26),82750.0,535.0,102.0,2610 kg
91,Volvo,3.9,EX90 Twin Motor (MY26),89560.0,480.0,102.0,2725 kg
92,Volvo,3.9,EX40 Single Motor ER (MY25),47705.0,400.0,79.0,2075 kg
93,Volvo,3.9,EX90 Twin Motor (MY24-25),89560.0,505.0,107.0,2754 kg
94,Volvo,3.9,XC40 P8 AWD Recharge (MY21),49950.0,335.0,75.0,2188 kg
95,Volvo,3.9,ES90 Single Motor (MY26),69150.0,485.0,88.0,2410 kg
96,Volvo,3.9,C40 Recharge Twin Motor (MY24),53605.0,400.0,79.0,2185 kg
97,Volvo,3.9,EX30 Cross Country (MY26),46995.0,335.0,65.0,1960 kg
98,Volvo,3.9,XC40 Recharge Twin Motor (MY24),51755.0,385.0,79.0,2170 kg
99,Volvo,3.9,EX90 Twin Motor Performance (MY24-25),99960.0,485.0,107.0,2762 kg
100,Volvo,3.9,EX40 Single Motor (MY25),45955.0,345.0,67.0,2040 kg
101,Volvo,3.9,XC40 Recharge Single Motor (MY24),46505.0,340.0,66.0,2040 kg
102,Volvo,3.9,EC40 Single Motor ER (MY25),54305.0,420.0,79.0,2095 kg
103,Volvo,3.9,EC40 Single Motor ER (MY26),54160.0,420.0,79.0,2095 kg
104,Volvo,3.9,XC40 Recharge Pure Electric (MY23),45750.0,330.0,67.0,2023 kg
105,Volvo,3.9,XC40 Recharge Pure Electric (MY22),48300.0,305.0,67.0,2030 kg
106,Volvo,3.9,EX90 Twin Motor Performance (MY26),99960.0,465.0,102.0,2725 kg
107,Volvo,3.9,EX40 Single Motor (MY26),46260.0,345.0,67.0,2040 kg
108,Volvo,3.9,EX90 Single Motor (MY26),82660.0,425.0,88.0,2556 kg
109,Volvo,3.9,EX40 Twin Motor (MY26),57660.0,385.0,79.0,2170 kg
110,Volvo,3.9,ES90 Twin Motor Performance (MY26),87350.0,535.0,102.0,2610 kg
111,Volvo,3.9,C40 Recharge Single Motor (MY24),48355.0,355.0,66.0,2065 kg
112,Volvo,3.9,EX40 Twin Motor (MY25),57805.0,385.0,79.0,2170 kg
113,Volvo,3.9,EX40 Twin Motor Performance (MY26),59610.0,385.0,79.0,2170 kg
114,Volvo,3.9,C40 Recharge Twin Pure Electric (MY22),58350.0,360.0,75.0,2185 kg
115,Volvo,3.9,XC40 Recharge Twin Pure Electric (MY22),49950.0,335.0,75.0,2188 kg
116,Volvo,3.9,EX90 Single Motor (MY24-25),82660.0,485.0,100.0,2582 kg
117,Volvo,3.9,EC40 Single Motor (MY25),52555.0,360.0,67.0,2057 kg
118,Volvo,3.9,C40 Recharge Pure Electric (MY23),47100.0,335.0,67.0,2045 kg
119,Volvo,3.9,XC40 Recharge Twin Pure Electric (MY23),57000.0,350.0,75.0,2188 kg
120,Volvo,3.9,EC40 Single Motor (MY26),52410.0,360.0,67.0,2057 kg
121,Volvo,3.9,EC40 Twin Motor (MY26),57660.0,400.0,79.0,2185 kg
122,Volvo,3.9,EX40 Twin Motor Performance (MY25),59555.0,385.0,79.0,2170 kg
123,Volvo,3.9,EC40 Twin Motor Performance (MY26),59610.0,400.0,79.0,2185 kg
124,Volvo,3.9,EC40 Twin Motor (MY25),57805.0,400.0,79.0,2185 kg
125,Volvo,3.9,EC40 Twin Motor Performance (MY25),59555.0,400.0,79.0,2185 kg
126,BYD,7.9,ATTO 2,30850.0,245.0,45.1,1645 kg
127,BYD,7.9,SEALION 7 91.3 kWh AWD Excellence,58990.0,440.0,91.3,2510 kg
128,BYD,7.9,ATTO 3 (MY25),37730.0,340.0,60.5,1825 kg
129,BYD,7.9,ATTO 3 (MY23-24),37195.0,330.0,60.5,1825 kg
130,BYD,7.9,SEAL 82.5 kWh AWD Excellence,48695.0,445.0,82.5,2260 kg
131,BYD,7.9,DOLPHIN 60.4 kWh (MY24),30195.0,350.0,60.5,1733 kg
132,BYD,7.9,SEALION 7 82.5 kWh RWD Comfort,46990.0,420.0,82.5,2300 kg
133,BYD,7.9,DOLPHIN SURF 43.2 kWh Comfort,23950.0,265.0,43.2,1465 kg
134,BYD,7.9,SEAL 82.5 kWh RWD Design,45695.0,480.0,82.5,2130 kg
135,BYD,7.9,SEALION 7 82.5 kWh AWD Design,51990.0,405.0,82.5,2415 kg
136,BYD,7.9,ATTO 2 64.8 kWh,34950.0,310.0,58.0,1680 kg
137,BYD,7.9,DOLPHIN 60.4 kWh (MY25),30205.0,350.0,60.5,1733 kg
138,BYD,7.9,DOLPHIN SURF 43.2 kWh Boost,21950.0,270.0,43.2,1445 kg
139,BYD,7.9,DOLPHIN SURF 30 kWh Active,18650.0,190.0,30.0,1369 kg
140,BYD,7.9,DOLPHIN 44.9 kWh Active (MY24),26195.0,265.0,44.9,1650 kg
141,BYD,7.9,DOLPHIN 44.9 kWh Boost (MY24),27195.0,260.0,44.9,1700 kg
142,MG,7.9,MG4 Electric 64 kWh,29745.0,360.0,61.7,1726 kg
143,MG,7.9,MGS5 EV 64 kWh,31245.0,365.0,62.1,1755 kg
144,MG,7.9,ZS EV Long Range,32995.0,370.0,68.3,1695 kg
145,MG,7.9,MG4 Electric 51 kWh,27245.0,300.0,50.8,1710 kg
146,MG,7.9,MG5 Electric Long Range,30995.0,335.0,57.4,1637 kg
147,MG,7.9,ZS EV,26095.0,220.0,42.5,1566 kg
148,MG,7.9,IM5 Long Range,44995.0,530.0,96.5,2210 kg
149,MG,7.9,MG4 Electric 77 kWh,36745.0,425.0,74.4,1826 kg
150,MG,7.9,MGS6 EV RWD 77 kWh,37995.0,405.0,74.3,1983 kg
151,MG,7.9,IM6 Long Range,47995.0,500.0,96.5,2320 kg
152,MG,7.9,MG4 Electric XPOWER,36745.0,320.0,61.7,1878 kg
153,MG,7.9,Cyberster GT,60245.0,395.0,74.4,2060 kg
154,MG,7.9,ZS EV Standard Range,30495.0,265.0,49.0,1645 kg
155,MG,7.9,MGS6 EV Dual Motor 77 kWh,43995.0,390.0,74.3,2080 kg
156,MG,7.9,MG5 EV,26095.0,290.0,48.8,1607 kg
157,MG,7.9,MGS5 EV 49 kWh,28745.0,275.0,47.1,1710 kg
158,MG,7.9,IM5 Performance,48495.0,490.0,96.5,2298 kg
159,MG,7.9,IM6 Performance,50995.0,440.0,96.5,2410 kg
160,MG,7.9,Cyberster Trophy,55245.0,425.0,74.4,1960 kg
161,MG,7.9,IM5 Standard Range,39450.0,405.0,73.5,2180 kg
162,MG,7.9,MG5 EV Long Range,28995.0,340.0,57.4,1625 kg
163,Tesla,7.2,Model Y Long Range AWD (Juniper),51990.0,455.0,75.0,2072 kg
164,Tesla,7.2,Model 3 Standard RWD (Highland),37990.0,445.0,60.0,1847 kg
165,Tesla,7.2,Model Y Standard RWD (Juniper),41990.0,380.0,60.0,1981 kg
166,Tesla,7.2,Model Y Long Range AWD,51990.0,445.0,75.0,2054 kg
167,Tesla,7.2,Model 3 Premium RWD (Highland),44990.0,580.0,79.0,1822 kg
168,Tesla,7.2,Model Y Premium AWD (Juniper),51990.0,475.0,79.0,2072 kg
169,Tesla,7.2,Model 3 Long Range RWD (Highland),44990.0,550.0,75.0,1822 kg
170,Tesla,7.2,Model Y RWD (Juniper),44990.0,375.0,60.0,2003 kg
171,Tesla,7.2,Model Y Performance,59990.0,430.0,75.0,2072 kg
172,Tesla,7.2,Model Y Performance (Juniper),61990.0,460.0,79.0,2108 kg
173,Tesla,7.2,Model 3 RWD (Highland CATL LFP64),39990.0,440.0,60.0,1836 kg
174,Tesla,7.2,Model 3 Standard Range Plus (PANA 2170L),40990.0,350.0,51.0,1700 kg
175,Tesla,7.2,Model 3 Long Range AWD,46990.0,455.0,73.5,1931 kg
176,Tesla,7.2,Model Y Premium RWD (Juniper),48990.0,470.0,75.0,1976 kg
177,Tesla,7.2,Model 3 Long Range AWD,50990.0,485.0,75.0,1919 kg
178,Tesla,7.2,Model Y RWD (CATL LFP),44990.0,345.0,57.0,1984 kg
179,Tesla,7.2,Model 3 Standard Range Plus,40490.0,320.0,49.0,1684 kg
180,Tesla,7.2,Model 3 RWD (CATL LFP60),42990.0,400.0,57.0,1835 kg
181,Tesla,7.2,Model 3 Long Range AWD,49990.0,465.0,72.0,1919 kg
182,Tesla,7.2,Model Y Long Range RWD,46990.0,455.0,75.0,1959 kg
183,Tesla,7.2,Model 3 Long Range AWD (Highland),49990.0,525.0,75.0,1899 kg
184,Tesla,7.2,Model S Plaid,100000.0,560.0,95.0,2265 kg
185,Tesla,7.2,Model 3 Performance (Highland),59990.0,490.0,75.0,1929 kg
186,Tesla,7.2,Model Y Long Range RWD (Juniper),48990.0,470.0,75.0,1976 kg
187,Tesla,7.2,Model 3 Long Range RWD (Highland),44990.0,580.0,79.0,1822 kg
188,Tesla,7.2,Model 3 RWD (Highland CATL LFP60),39990.0,420.0,57.0,1836 kg
189,Tesla,7.2,Model 3 Performance,59990.0,470.0,76.0,1919 kg
190,Tesla,7.2,Model 3 Premium AWD (Highland),49990.0,555.0,79.0,1899 kg
191,Tesla,7.2,Model S Dual Motor,85000.0,575.0,95.0,2170 kg
192,Tesla,7.2,Model 3 Performance (Highland),59990.0,515.0,79.0,1929 kg
193,Tesla,7.2,Model S 75D,72350.0,380.0,72.5,2183 kg
194,Tesla,7.2,Model 3 Standard Range Plus (CATL LFP55),40990.0,350.0,52.5,1825 kg
195,Tesla,7.2,Model S 100D,89650.0,485.0,95.0,2290 kg
196,Tesla,7.2,Model 3 Performance,57990.0,460.0,75.0,1919 kg
197,Tesla,7.2,Model 3 Long Range AWD (Highland),49990.0,555.0,79.0,1899 kg
198,Tesla,7.2,Model Y RWD (BYD LFP),44990.0,345.0,57.0,1992 kg
199,Tesla,7.2,Model S P100D,127750.0,475.0,95.0,2316 kg
200,Tesla,7.2,Model X 100D,91650.0,435.0,95.0,2533 kg
201,Tesla,7.2,Model S Long Range,74980.0,530.0,95.0,2255 kg
202,Tesla,7.2,Model 3 Long Range RWD,46990.0,495.0,75.0,1825 kg
203,Tesla,7.2,Model X Plaid,120000.0,465.0,95.0,2539 kg
204,Tesla,7.2,Model 3 Performance,56490.0,440.0,73.5,1931 kg
205,Tesla,7.2,Model S Long Range Plus,79980.0,555.0,98.0,2255 kg
206,Tesla,7.2,Model X Long Range,82980.0,440.0,95.0,2505 kg
207,Tesla,7.2,Model S Performance,94980.0,535.0,98.0,2307 kg
208,Tesla,7.2,Model X 75D,79400.0,335.0,72.5,2427 kg
209,Tesla,7.2,Model X Dual Motor,105000.0,485.0,95.0,2415 kg
210,Tesla,7.2,Model S 75,55880.0,380.0,72.5,2102 kg
211,Tesla,7.2,Model X P100D,134150.0,420.0,95.0,2572 kg
212,Tesla,7.2,Model X Long Range Plus,87980.0,480.0,98.0,2505 kg
213,Tesla,7.2,Model Y Long Range AWD Launch Series (Juniper),60990.0,455.0,75.0,2072 kg
214,Tesla,7.2,Model S Performance,89980.0,515.0,95.0,2307 kg
215,Tesla,7.2,Model X Performance,102980.0,470.0,98.0,2552 kg
216,Tesla,7.2,Model X Performance,93150.0,440.0,95.0,2572 kg
217,Tesla,7.2,Model X Ludicrous Performance,101350.0,420.0,95.0,2572 kg
218,Tesla,7.2,Model X Long Range,82350.0,435.0,95.0,2533 kg
219,Tesla,7.2,Model S Standard Range,72550.0,420.0,72.5,2183 kg
220,Tesla,7.2,Model X Performance,97980.0,430.0,95.0,2552 kg
221,Tesla,7.2,Model X Standard Range,76550.0,355.0,72.5,2427 kg
222,Tesla,7.2,Model X Performance,89850.0,420.0,95.0,2572 kg
223,Tesla,7.2,Model X Ludicrous Performance,101350.0,440.0,95.0,2572 kg
224,Mercedes-Benz,6.7,CLA 250+,45615.0,585.0,85.0,2055 kg
225,Mercedes-Benz,6.7,GLC 400 4MATIC,60350.0,500.0,94.0,2535 kg
226,Mercedes-Benz,6.7,EQS 450+,112620.0,685.0,118.0,2545 kg
227,Mercedes-Benz,6.7,GLB 250+,46100.0,465.0,85.0,2200 kg
228,Mercedes-Benz,6.7,EQB 250+,52800.0,415.0,70.5,2105 kg
229,Mercedes-Benz,6.7,CLA 350 4MATIC,54000.0,575.0,85.0,2135 kg
230,Mercedes-Benz,6.7,EQC 400 4MATIC,74330.0,370.0,80.0,2495 kg
231,Mercedes-Benz,6.7,CLA Shooting Brake 250+,47750.0,565.0,85.0,2075 kg
232,Mercedes-Benz,6.7,G 580,180860.0,395.0,116.0,3085 kg
233,Mercedes-Benz,6.7,EQA 250+,49750.0,420.0,70.5,2050 kg
234,Mercedes-Benz,6.7,GLB 350 4MATIC,55100.0,460.0,85.0,2280 kg
235,Mercedes-Benz,6.7,EQE 350+ (MY24),68360.0,555.0,96.0,2415 kg
236,Mercedes-Benz,6.7,EQB 300 4MATIC,55310.0,345.0,66.5,2165 kg
237,Mercedes-Benz,6.7,EQS SUV 450 4MATIC,129480.0,530.0,118.0,2840 kg
238,Mercedes-Benz,6.7,CLA Shooting Brake 350 4MATIC,56300.0,555.0,85.0,2155 kg
239,Mercedes-Benz,6.7,EQV 300 Long,92255.0,320.0,90.0,2625 kg
240,Mercedes-Benz,6.7,EQS SUV Maybach 680,200870.0,490.0,118.0,3075 kg
241,Mercedes-Benz,6.7,EQB 350 4MATIC,56810.0,345.0,66.5,2165 kg
242,Mercedes-Benz,6.7,B 250e,28875.0,150.0,28.0,1725 kg
243,Mercedes-Benz,6.7,EQA 250,47510.0,360.0,66.5,2040 kg
244,Mercedes-Benz,6.7,EQS 450 4MATIC,115920.0,655.0,118.0,2655 kg
245,Mercedes-Benz,6.7,EQE 300 (MY23),68810.0,525.0,89.0,2405 kg
246,Mercedes-Benz,6.7,EQE SUV 350+ (MY23-24),75495.0,475.0,96.0,2490 kg
247,Mercedes-Benz,6.7,EQS 450+,105610.0,635.0,107.8,2480 kg
248,Mercedes-Benz,6.7,EQE SUV 350 4MATIC (MY23-24),79940.0,435.0,90.6,2560 kg
249,Mercedes-Benz,6.7,EQE 350+ (MY22-23),76450.0,525.0,90.6,2355 kg
250,Mercedes-Benz,6.7,EQS SUV 580 4MATIC,139480.0,530.0,118.0,2845 kg
251,Mercedes-Benz,6.7,EQS 350,99845.0,570.0,96.0,2440 kg
252,Mercedes-Benz,6.7,EQE 350 (MY23),77345.0,515.0,89.0,2405 kg
253,Mercedes-Benz,6.7,EQV 300 Long,87995.0,310.0,90.0,2635 kg
254,Mercedes-Benz,6.7,EQA 300 4MATIC,53010.0,350.0,66.5,2110 kg
255,Mercedes-Benz,6.7,EQB 350 4MATIC,56810.0,340.0,66.5,2175 kg
256,Mercedes-Benz,6.7,EQE 300 (MY22-23),74345.0,515.0,89.0,2385 kg
257,Mercedes-Benz,6.7,EQC 400 4MATIC,65720.0,370.0,80.0,2495 kg
258,Mercedes-Benz,6.7,EQA 350 4MATIC,54510.0,350.0,66.5,2110 kg
259,Mercedes-Benz,6.7,EQB 300 4MATIC,55310.0,340.0,66.5,2175 kg
260,Mercedes-Benz,6.7,EQS 450+,105610.0,635.0,108.4,2515 kg
261,Mercedes-Benz,6.7,EQE 350 4MATIC (MY25),69365.0,515.0,90.6,2475 kg
262,Mercedes-Benz,6.7,EQE SUV 500 4MATIC (MY23-24),90505.0,455.0,96.0,2610 kg
263,Mercedes-Benz,6.7,EQA 300 4MATIC,53010.0,350.0,66.5,2105 kg
264,Mercedes-Benz,6.7,EQE SUV 350+ (MY25),75505.0,475.0,96.0,2495 kg
265,Mercedes-Benz,6.7,EQS SUV 580 4MATIC,139470.0,485.0,108.4,2810 kg
266,Mercedes-Benz,6.7,EQA 250+,49750.0,420.0,70.5,2045 kg
267,Mercedes-Benz,6.7,eVito Tourer Extra-Long 90 kWh,83850.0,305.0,90.0,2555 kg
268,Mercedes-Benz,6.7,EQS AMG 53 4MATIC+,161860.0,585.0,118.0,2700 kg
269,Mercedes-Benz,6.7,EQS AMG 53 4MATIC+,161860.0,540.0,107.8,2655 kg
270,Mercedes-Benz,6.7,EQE 500 4MATIC (MY25),82615.0,505.0,90.6,2490 kg
271,Mercedes-Benz,6.7,EQA 350 4MATIC,54510.0,350.0,66.5,2105 kg
272,Mercedes-Benz,6.7,EQE SUV 500 4MATIC (MY25),90570.0,455.0,96.0,2615 kg
273,Mercedes-Benz,6.7,EQE SUV 350 4MATIC (MY25),80005.0,435.0,90.6,2565 kg
274,Mercedes-Benz,6.7,EQE 500 4MATIC (MY24),80610.0,505.0,90.6,2490 kg
275,Mercedes-Benz,6.7,EQE SUV 350 4MATIC (MY23),90560.0,425.0,89.0,2580 kg
276,Mercedes-Benz,6.7,EQE AMG 53 4MATIC+ (MY23),114750.0,450.0,90.6,2540 kg
277,Mercedes-Benz,6.7,eVito Tourer Long 90 kWh,76368.0,310.0,90.0,2530 kg
278,Mercedes-Benz,6.7,EQE SUV 500 4MATIC (MY23),108760.0,435.0,90.6,2560 kg
279,Mercedes-Benz,6.7,EQV 300 Extra-Long,93955.0,315.0,90.0,2735 kg
280,Mercedes-Benz,6.7,EQS AMG 53 4MATIC+,161860.0,535.0,108.4,2700 kg
281,Mercedes-Benz,6.7,EQE AMG 53 4MATIC+ (MY25),105995.0,450.0,90.6,2540 kg
282,Mercedes-Benz,6.7,EQE AMG 53 4MATIC+ (MY22-23),114750.0,455.0,90.6,2525 kg
283,Mercedes-Benz,6.7,EQS SUV 450 4MATIC,129470.0,490.0,108.4,2805 kg
284,Mercedes-Benz,6.7,EQE 350 (MY22-23),77345.0,510.0,89.0,2385 kg
285,Mercedes-Benz,6.7,EQE SUV AMG 53 4MATIC+ (MY23-24),114995.0,420.0,90.6,2690 kg
286,Mercedes-Benz,6.7,EQE AMG 53 4MATIC+ (MY24),105860.0,450.0,90.6,2540 kg
287,Mercedes-Benz,6.7,EQE SUV AMG 53 4MATIC+ (MY25),115130.0,420.0,90.6,2690 kg
288,BMW,6.1,iX3 50 xDrive (MY26),58755.0,610.0,108.7,2360 kg
289,BMW,6.1,iX xDrive40,69905.0,360.0,71.0,2440 kg
290,BMW,6.1,iX3 (MY22-24),64165.0,385.0,74.0,2255 kg
291,BMW,6.1,iX1 xDrive30,47465.0,380.0,64.7,2085 kg
292,BMW,6.1,i4 eDrive40,57890.0,515.0,80.7,2125 kg
293,BMW,6.1,iX1 eDrive20,45465.0,390.0,64.7,1940 kg
294,BMW,6.1,i4 eDrive40,59465.0,525.0,81.3,2120 kg
295,BMW,6.1,i4 eDrive35,51270.0,430.0,67.1,2075 kg
296,BMW,6.1,i3 120 Ah,33805.0,235.0,37.9,1345 kg
297,BMW,6.1,iX xDrive50,102755.0,505.0,105.2,2585 kg
298,BMW,6.1,i4 M50,71085.0,450.0,80.7,2290 kg
299,BMW,6.1,i7 xDrive60,113970.0,510.0,101.7,2715 kg
300,BMW,6.1,iX xDrive60,93105.0,525.0,109.1,2580 kg
301,BMW,6.1,i5 eDrive40 Sedan (MY23-24),74105.0,470.0,81.2,2205 kg
302,BMW,6.1,i4 eDrive40,59365.0,515.0,81.3,2125 kg
303,BMW,6.1,iX2 eDrive20,51615.0,395.0,64.7,1960 kg
304,BMW,6.1,iX xDrive45,75305.0,470.0,94.8,2525 kg
305,BMW,6.1,i4 M60 xDrive,71000.0,465.0,81.3,2285 kg
306,BMW,6.1,i4 eDrive35,51730.0,435.0,67.1,2070 kg
307,BMW,6.1,i4 eDrive35,49995.0,430.0,67.0,2065 kg
308,BMW,6.1,iX2 xDrive30,57445.0,385.0,64.7,2095 kg
309,BMW,6.1,i5 eDrive40 Sedan (MY25),67705.0,480.0,81.2,2195 kg
310,BMW,6.1,i3s 120 Ah,34805.0,230.0,37.9,1365 kg
311,BMW,6.1,i3 94 Ah,28570.0,165.0,27.2,1320 kg
312,BMW,6.1,i3 60 Ah,27850.0,115.0,18.8,1270 kg
313,BMW,6.1,i7 M70 xDrive,163315.0,490.0,101.7,2770 kg
314,BMW,6.1,iX M60,122775.0,485.0,105.2,2659 kg
