,Brand,pickup,Model,Price,Range,Battery,Weight
12140,Polestar,7.4,2 Long Range Performance (MY26),58160.0,450.0,79.0,2180 kg
12141,Polestar,7.4,2 Standard Range Single Motor (MY24),44950.0,405.0,67.0,2019 kg
12142,Polestar,7.4,2 Long Range Dual Motor (MY25),52950.0,455.0,79.0,2183 kg
12143,Polestar,7.4,3 Rear Motor (MY26),69990.0,440.0,88.0,2390 kg
12144,Polestar,7.4,3 Performance (MY26),91990.0,460.0,102.0,2600 kg
12145,Polestar,7.4,2 Long Range Performance (MY25),57950.0,450.0,79.0,2180 kg
12146,Volvo,5.9,EX60 P6 (MY27),56860.0,455.0,80.0,2190 kg
12147,Volvo,5.9,EX60 P12 AWD (MY27),64860.0,610.0,112.0,2405 kg
12148,Volvo,5.9,EX30 Single Motor ER (MY24),37260.0,365.0,65.0,1850 kg
12149,Volvo,5.9,EX60 P10 AWD (MY27),59860.0,500.0,91.0,2350 kg
12150,Volvo,5.9,EX60 Cross Country P10 AWD (MY28),62000.0,490.0,91.0,2370 kg
12151,Volvo,5.9,EX40 Single Motor ER (MY26),48010.0,400.0,79.0,2075 kg
12152,Volvo,5.9,EX30 Single Motor (MY24),33060.0,275.0,49.0,1840 kg
12153,Volvo,5.9,EX30 Twin Motor Performance (MY24),42360.0,340.0,65.0,1960 kg
12154,Volvo,5.9,ES90 Twin Motor (MY26),82750.0,535.0,102.0,2610 kg
12155,Volvo,5.9,EX90 Twin Motor (MY26),89560.0,480.0,102.0,2725 kg
12156,Volvo,5.9,EX40 Single Motor ER (MY25),47705.0,400.0,79.0,2075 kg
12157,Volvo,5.9,EX90 Twin Motor (MY24-25),89560.0,505.0,107.0,2754 kg
12158,Volvo,5.9,XC40 P8 AWD Recharge (MY21),49950.0,335.0,75.0,2188 kg
12159,Volvo,5.9,ES90 Single Motor (MY26),69150.0,485.0,88.0,2410 kg
12160,Volvo,5.9,C40 Recharge Twin Motor (MY24),53605.0,400.0,79.0,2185 kg
12161,Volvo,5.9,EX30 Cross Country (MY26),46995.0,335.0,65.0,1960 kg
12162,Volvo,5.9,XC40 Recharge Twin Motor (MY24),51755.0,385.0,79.0,2170 kg
12163,Volvo,5.9,EX90 Twin Motor Performance (MY24-25),99960.0,485.0,107.0,2762 kg
12164,Volvo,5.9,EX40 Single Motor (MY25),45955.0,345.0,67.0,2040 kg
12165,Volvo,5.9,XC40 Recharge Single Motor (MY24),46505.0,340.0,66.0,2040 kg
12166,Volvo,5.9,EC40 Single Motor ER (MY25),54305.0,420.0,79.0,2095 kg
12167,Volvo,5.9,EC40 Single Motor ER (MY26),54160.0,420.0,79.0,2095 kg
12168,Volvo,5.9,XC40 Recharge Pure Electric (MY23),45750.0,330.0,67.0,2023 kg
12169,Volvo,5.9,XC40 Recharge Pure Electric (MY22),48300.0,305.0,67.0,2030 kg
12170,Volvo,5.9,EX90 Twin Motor Performance (MY26),99960.0,465.0,102.0,2725 kg
12171,Volvo,5.9,EX40 Single Motor (MY26),46260.0,345.0,67.0,2040 kg
12172,Volvo,5.9,EX90 Single Motor (MY26),82660.0,425.0,88.0,2556 kg
12173,Volvo,5.9,EX40 Twin Motor (MY26),57660.0,385.0,79.0,2170 kg
12174,Volvo,5.9,ES90 Twin Motor Performance (MY26),87350.0,535.0,102.0,2610 kg
12175,Volvo,5.9,C40 Recharge Single Motor (MY24),48355.0,355.0,66.0,2065 kg
12176,Volvo,5.9,EX40 Twin Motor (MY25),57805.0,385.0,79.0,2170 kg
12177,Volvo,5.9,EX40 Twin Motor Performance (MY26),59610.0,385.0,79.0,2170 kg
12178,Volvo,5.9,C40 Recharge Twin Pure Electric (MY22),58350.0,360.0,75.0,2185 kg
12179,Volvo,5.9,XC40 Recharge Twin Pure Electric (MY22),49950.0,335.0,75.0,2188 kg
12180,Volvo,5.9,EX90 Single Motor (MY24-25),82660.0,485.0,100.0,2582 kg
12181,Volvo,5.9,EC40 Single Motor (MY25),52555.0,360.0,67.0,2057 kg
12182,Volvo,5.9,C40 Recharge Pure Electric (MY23),47100.0,335.0,67.0,2045 kg
12183,Volvo,5.9,XC40 Recharge Twin Pure Electric (MY23),57000.0,350.0,75.0,2188 kg
12184,Volvo,5.9,EC40 Single Motor (MY26),52410.0,360.0,67.0,2057 kg
12185,Volvo,5.9,EC40 Twin Motor (MY26),57660.0,400.0,79.0,2185 kg
12186,Volvo,5.9,EX40 Twin Motor Performance (MY25),59555.0,385.0,79.0,2170 kg
12187,Volvo,5.9,EC40 Twin Motor Performance (MY26),59610.0,400.0,79.0,2185 kg
12188,Volvo,5.9,EC40 Twin Motor (MY25),57805.0,400.0,79.0,2185 kg
12189,Volvo,5.9,EC40 Twin Motor Performance (MY25),59555.0,400.0,79.0,2185 kg
12190,Renault,12.0,5 E-Tech 52kWh 150hp,23945.0,335.0,52.0,1504 kg
12191,Renault,12.0,Megane E-Tech EV60 220hp,37995.0,380.0,60.0,1711 kg
12192,Renault,12.0,Scenic E-Tech EV87 220hp (TU2025),35495.0,480.0,87.0,1917 kg
12193,Renault,12.0,Zoe ZE50 R110,29095.0,315.0,52.0,1577 kg
12194,Renault,12.0,Twingo E-Tech 27.5 kWh,18000.0,185.0,27.5,1275 kg
12195,Renault,12.0,4 E-Tech 52kWh 150hp,23445.0,315.0,52.0,1537 kg
12196,Renault,12.0,Scenic E-Tech EV87 220hp,40995.0,480.0,87.0,1917 kg
12197,Renault,12.0,Megane E-Tech EV60 220hp (TU2025),31295.0,380.0,60.0,1719 kg
12198,Renault,12.0,Zoe ZE50 R135,29995.0,310.0,52.0,1577 kg
12199,Renault,12.0,5 E-Tech 40kWh 95hp,20500.0,260.0,40.0,1428 kg
12200,Renault,12.0,5 E-Tech 40kWh 120hp,21495.0,260.0,40.0,1447 kg
12201,Renault,12.0,Kangoo Maxi ZE 33,31680.0,160.0,31.0,1630 kg
12202,Renault,12.0,Zoe Q210,14495.0,140.0,23.3,1503 kg
12203,Renault,12.0,Zoe R90,23770.0,255.0,41.0,1555 kg
12204,Renault,12.0,Zoe R110,24320.0,250.0,41.0,1575 kg
12205,Renault,12.0,4 E-Tech 40kWh 120hp,20250.0,245.0,40.0,1485 kg
12206,Renault,12.0,Scenic E-Tech EV60 170hp,37495.0,340.0,60.0,1822 kg
12207,Renault,12.0,Zoe Q90,24520.0,245.0,41.0,1555 kg
12208,Renault,12.0,Zoe R240,18945.0,145.0,23.3,1502 kg
12209,Renault,12.0,Zoe Q90,25770.0,245.0,41.0,1548 kg
12210,Renault,12.0,Zoe R90 Entry,19845.0,140.0,23.3,1502 kg
12211,Polestar,6.2,2 Long Range Single Motor,46450.0,420.0,75.0,2069 kg
12212,Polestar,6.2,2 Long Range Dual Motor,49550.0,390.0,75.0,2188 kg
12213,Polestar,6.2,4 Long Range Single Motor,59990.0,495.0,94.0,2305 kg
12214,Polestar,6.2,5 Dual Motor,89500.0,580.0,106.0,2462 kg
12215,Polestar,6.2,4 Long Range Dual Motor,66990.0,485.0,94.0,2430 kg
12216,Polestar,6.2,2 Long Range Single Motor (MY26),49160.0,475.0,79.0,2084 kg
12217,Polestar,6.2,2,49900.0,390.0,75.0,2198 kg
12218,Polestar,6.2,2 Long Range Single Motor (MY24),48950.0,470.0,79.0,2084 kg
12219,Polestar,6.2,3 Long Range Dual motor (MY23-25),75900.0,515.0,107.0,2654 kg
12220,Polestar,6.2,2 Standard Range Single Motor,39900.0,345.0,61.0,2015 kg
12221,Polestar,6.2,2 Long Range Single Motor (MY25),48950.0,475.0,79.0,2084 kg
12222,Polestar,6.2,2 Long Range Dual Motor (MY26),53160.0,455.0,79.0,2183 kg
12223,Polestar,6.2,5 Performance,104900.0,530.0,106.0,2465 kg
12224,Polestar,6.2,3 Long Range Single motor (MY23-25),69900.0,530.0,107.0,2478 kg
12225,Polestar,6.2,2 Long Range Dual Motor (MY24),52950.0,450.0,79.0,2183 kg
12226,Polestar,6.2,2 Standard Range Single Motor (MY26),45160.0,405.0,67.0,2020 kg
12227,Polestar,6.2,3 Dual Motor (MY26),77990.0,500.0,102.0,2565 kg
12228,Polestar,6.2,2 Standard Range Single Motor (MY23),43150.0,380.0,67.0,2013 kg
12229,Polestar,6.2,2 Long Range Performance (MY24),57950.0,450.0,79.0,2180 kg
12230,Polestar,6.2,3 Long Range Performance (MY23-25),81500.0,480.0,107.0,2654 kg
12231,Polestar,6.2,2 Standard Range Single Motor (MY25),44950.0,405.0,67.0,2020 kg
12232,Polestar,6.2,2 Long Range Performance (MY23),54550.0,385.0,75.0,2188 kg
12233,Polestar,6.2,2 Long Range Performance (MY26),58160.0,450.0,79.0,2180 kg
12234,Polestar,6.2,2 Standard Range Single Motor (MY24),44950.0,405.0,67.0,2019 kg
12235,Polestar,6.2,2 Long Range Dual Motor (MY25),52950.0,455.0,79.0,2183 kg
12236,Polestar,6.2,3 Rear Motor (MY26),69990.0,440.0,88.0,2390 kg
12237,Polestar,6.2,3 Performance (MY26),91990.0,460.0,102.0,2600 kg
12238,Polestar,6.2,2 Long Range Performance (MY25),57950.0,450.0,79.0,2180 kg
12239,Tesla,3.7,Model Y Long Range AWD (Juniper),51990.0,455.0,75.0,2072 kg
12240,Tesla,3.7,Model 3 Standard RWD (Highland),37990.0,445.0,60.0,1847 kg
12241,Tesla,3.7,Model Y Standard RWD (Juniper),41990.0,380.0,60.0,1981 kg
12242,Tesla,3.7,Model Y Long Range AWD,51990.0,445.0,75.0,2054 kg
12243,Tesla,3.7,Model 3 Premium RWD (Highland),44990.0,580.0,79.0,1822 kg
12244,Tesla,3.7,Model Y Premium AWD (Juniper),51990.0,475.0,79.0,2072 kg
12245,Tesla,3.7,Model 3 Long Range RWD (Highland),44990.0,550.0,75.0,1822 kg
12246,Tesla,3.7,Model Y RWD (Juniper),44990.0,375.0,60.0,2003 kg
12247,Tesla,3.7,Model Y Performance,59990.0,430.0,75.0,2072 kg
12248,Tesla,3.7,Model Y Performance (Juniper),61990.0,460.0,79.0,2108 kg
12249,Tesla,3.7,Model 3 RWD (Highland CATL LFP64),39990.0,440.0,60.0,1836 kg
12250,Tesla,3.7,Model 3 Standard Range Plus (PANA 2170L),40990.0,350.0,51.0,1700 kg
12251,Tesla,3.7,Model 3 Long Range AWD,46990.0,455.0,73.5,1931 kg
12252,Tesla,3.7,Model Y Premium RWD (Juniper),48990.0,470.0,75.0,1976 kg
12253,Tesla,3.7,Model 3 Long Range AWD,50990.0,485.0,75.0,1919 kg
12254,Tesla,3.7,Model Y RWD (CATL LFP),44990.0,345.0,57.0,1984 kg
12255,Tesla,3.7,Model 3 Standard Range Plus,40490.0,320.0,49.0,1684 kg
12256,Tesla,3.7,Model 3 RWD (CATL LFP60),42990.0,400.0,57.0,1835 kg
12257,Tesla,3.7,Model 3 Long Range AWD,49990.0,465.0,72.0,1919 kg
12258,Tesla,3.7,Model Y Long Range RWD,46990.0,455.0,75.0,1959 kg
12259,Tesla,3.7,Model 3 Long Range AWD (Highland),49990.0,525.0,75.0,1899 kg
12260,Tesla,3.7,Model S Plaid,100000.0,560.0,95.0,2265 kg
12261,Tesla,3.7,Model 3 Performance (Highland),59990.0,490.0,75.0,1929 kg
12262,Tesla,3.7,Model Y Long Range RWD (Juniper),48990.0,470.0,75.0,1976 kg
12263,Tesla,3.7,Model 3 Long Range RWD (Highland),44990.0,580.0,79.0,1822 kg
12264,Tesla,3.7,Model 3 RWD (Highland CATL LFP60),39990.0,420.0,57.0,1836 kg
12265,Tesla,3.7,Model 3 Performance,59990.0,470.0,76.0,1919 kg
12266,Tesla,3.7,Model 3 Premium AWD (Highland),49990.0,555.0,79.0,1899 kg
12267,Tesla,3.7,Model S Dual Motor,85000.0,575.0,95.0,2170 kg
12268,Tesla,3.7,Model 3 Performance (Highland),59990.0,515.0,79.0,1929 kg
12269,Tesla,3.7,Model S 75D,72350.0,380.0,72.5,2183 kg
12270,Tesla,3.7,Model 3 Standard Range Plus (CATL LFP55),40990.0,350.0,52.5,1825 kg
12271,Tesla,3.7,Model S 100D,89650.0,485.0,95.0,2290 kg
12272,Tesla,3.7,Model 3 Performance,57990.0,460.0,75.0,1919 kg
12273,Tesla,3.7,Model 3 Long Range AWD (Highland),49990.0,555.0,79.0,1899 kg
12274,Tesla,3.7,Model Y RWD (BYD LFP),44990.0,345.0,57.0,1992 kg
12275,Tesla,3.7,Model S P100D,127750.0,475.0,95.0,2316 kg
12276,Tesla,3.7,Model X 100D,91650.0,435.0,95.0,2533 kg
12277,Tesla,3.7,Model S Long Range,74980.0,530.0,95.0,2255 kg
12278,Tesla,3.7,Model 3 Long Range RWD,46990.0,495.0,75.0,1825 kg
12279,Tesla,3.7,Model X Plaid,120000.0,465.0,95.0,2539 kg
12280,Tesla,3.7,Model 3 Performance,56490.0,440.0,73.5,1931 kg
12281,Tesla,3.7,Model S Long Range Plus,79980.0,555.0,98.0,2255 kg
12282,Tesla,3.7,Model X Long Range,82980.0,440.0,95.0,2505 kg
12283,Tesla,3.7,Model S Performance,94980.0,535.0,98.0,2307 kg
12284,Tesla,3.7,Model X 75D,79400.0,335.0,72.5,2427 kg
12285,Tesla,3.7,Model X Dual Motor,105000.0,485.0,95.0,2415 kg
12286,Tesla,3.7,Model S 75,55880.0,380.0,72.5,2102 kg
12287,Tesla,3.7,Model X P100D,134150.0,420.0,95.0,2572 kg
12288,Tesla,3.7,Model X Long Range Plus,87980.0,480.0,98.0,2505 kg
12289,Tesla,3.7,Model Y Long Range AWD Launch Series (Juniper),60990.0,455.0,75.0,2072 kg
12290,Tesla,3.7,Model S Performance,89980.0,515.0,95.0,2307 kg
12291,Tesla,3.7,Model X Performance,102980.0,470.0,98.0,2552 kg
12292,Tesla,3.7,Model X Performance,93150.0,440.0,95.0,2572 kg
12293,Tesla,3.7,Model X Ludicrous Performance,101350.0,420.0,95.0,2572 kg
12294,Tesla,3.7,Model X Long Range,82350.0,435.0,95.0,2533 kg
12295,Tesla,3.7,Model S Standard Range,72550.0,420.0,72.5,2183 kg
12296,Tesla,3.7,Model X Performance,97980.0,430.0,95.0,2552 kg
12297,Tesla,3.7,Model X Standard Range,76550.0,355.0,72.5,2427 kg
12298,Tesla,3.7,Model X Performance,89850.0,420.0,95.0,2572 kg
12299,Tesla,3.7,Model X Ludicrous Performance,101350.0,440.0,95.0,2572 kg
12300,Citroën,9.9,C5 Aircross Long Range,32935.0,485.0,96.9,2246 kg
12301,Citroën,9.9,ë-C3 Standard Range 44 kWh,22295.0,255.0,43.8,1491 kg
12302,Citroën,9.9,ë-C4,31960.0,290.0,46.3,1636 kg
12303,Citroën,9.9,ë-C3 Aircross Extended Range 54 kWh,23495.0,290.0,53.5,1607 kg
12304,Citroën,9.9,ë-C3 Urban Range 30 kWh,18495.0,175.0,29.8,1413 kg
12305,Citroën,9.9,C5 Aircross Comfort Range,30315.0,375.0,73.7,2184 kg
12306,Citroën,9.9,ë-C4,26150.0,285.0,46.3,1646 kg
12307,Citroën,9.9,ë-C4 X,31960.0,285.0,46.3,1659 kg
12308,Citroën,9.9,ë-C3 Aircross Comfort Range 44 kWh,21595.0,240.0,43.8,1579 kg
12309,Citroën,9.9,C-Zero,17520.0,85.0,14.5,1140 kg
12310,Citroën,9.9,ë-Berlingo M 50 kWh,29740.0,235.0,50.0,1811 kg
12311,Citroën,9.9,ë-C4 54 kWh,30005.0,325.0,50.8,1646 kg
12312,Citroën,9.9,ë-C4 X 54 kWh,30005.0,335.0,50.8,1652 kg
12313,Citroën,9.9,ë-Berlingo M 50 kWh,32315.0,205.0,46.3,1739 kg
12314,Citroën,9.9,ë-C4 X,27215.0,290.0,46.3,1659 kg
12315,Citroën,9.9,ë-Berlingo XL 50 kWh,30640.0,230.0,50.0,1881 kg
12316,Citroën,9.9,ë-C4 X 54 kWh,35800.0,330.0,50.8,1659 kg
12317,Citroën,9.9,ë-C4 54 kWh,35800.0,330.0,50.8,1636 kg
12318,Citroën,9.9,ë-C4,30895.0,280.0,46.3,1616 kg
12319,Citroën,9.9,ë-SpaceTourer M 75 kWh,42035.0,265.0,69.0,2211 kg
12320,Citroën,9.9,C-Zero,21216.0,85.0,14.5,1140 kg
12321,Citroën,9.9,ë-SpaceTourer M 50 kWh,37045.0,185.0,46.3,1969 kg
12322,Citroën,9.9,ë-SpaceTourer M 50 kWh,36635.0,180.0,46.3,2027 kg
12323,Citroën,9.9,ë-SpaceTourer XL 75 kWh,42935.0,265.0,69.0,2240 kg
12324,Citroën,9.9,ë-SpaceTourer XL 50 kWh,37535.0,180.0,46.3,2056 kg
12325,Citroën,9.9,ë-Berlingo XL 50 kWh,33315.0,205.0,46.3,1813 kg
12326,Citroën,9.9,ë-SpaceTourer XL 50 kWh,37885.0,180.0,46.3,1989 kg
12327,Volvo,4.9,EX60 P6 (MY27),56860.0,455.0,80.0,2190 kg
12328,Volvo,4.9,EX60 P12 AWD (MY27),64860.0,610.0,112.0,2405 kg
12329,Volvo,4.9,EX30 Single Motor ER (MY24),37260.0,365.0,65.0,1850 kg
12330,Volvo,4.9,EX60 P10 AWD (MY27),59860.0,500.0,91.0,2350 kg
12331,Volvo,4.9,EX60 Cross Country P10 AWD (MY28),62000.0,490.0,91.0,2370 kg
12332,Volvo,4.9,EX40 Single Motor ER (MY26),48010.0,400.0,79.0,2075 kg
12333,Volvo,4.9,EX30 Single Motor (MY24),33060.0,275.0,49.0,1840 kg
12334,Volvo,4.9,EX30 Twin Motor Performance (MY24),42360.0,340.0,65.0,1960 kg
12335,Volvo,4.9,ES90 Twin Motor (MY26),82750.0,535.0,102.0,2610 kg
12336,Volvo,4.9,EX90 Twin Motor (MY26),89560.0,480.0,102.0,2725 kg
12337,Volvo,4.9,EX40 Single Motor ER (MY25),47705.0,400.0,79.0,2075 kg
12338,Volvo,4.9,EX90 Twin Motor (MY24-25),89560.0,505.0,107.0,2754 kg
12339,Volvo,4.9,XC40 P8 AWD Recharge (MY21),49950.0,335.0,75.0,2188 kg
12340,Volvo,4.9,ES90 Single Motor (MY26),69150.0,485.0,88.0,2410 kg
12341,Volvo,4.9,C40 Recharge Twin Motor (MY24),53605.0,400.0,79.0,2185 kg
12342,Volvo,4.9,EX30 Cross Country (MY26),46995.0,335.0,65.0,1960 kg
12343,Volvo,4.9,XC40 Recharge Twin Motor (MY24),51755.0,385.0,79.0,2170 kg
12344,Volvo,4.9,EX90 Twin Motor Performance (MY24-25),99960.0,485.0,107.0,2762 kg
12345,Volvo,4.9,EX40 Single Motor (MY25),45955.0,345.0,67.0,2040 kg
12346,Volvo,4.9,XC40 Recharge Single Motor (MY24),46505.0,340.0,66.0,2040 kg
12347,Volvo,4.9,EC40 Single Motor ER (MY25),54305.0,420.0,79.0,2095 kg
12348,Volvo,4.9,EC40 Single Motor ER (MY26),54160.0,420.0,79.0,2095 kg
12349,Volvo,4.9,XC40 Recharge Pure Electric (MY23),45750.0,330.0,67.0,2023 kg
12350,Volvo,4.9,XC40 Recharge Pure Electric (MY22),48300.0,305.0,67.0,2030 kg
12351,Volvo,4.9,EX90 Twin Motor Performance (MY26),99960.0,465.0,102.0,2725 kg
12352,Volvo,4.9,EX40 Single Motor (MY26),46260.0,345.0,67.0,2040 kg
12353,Volvo,4.9,EX90 Single Motor (MY26),82660.0,425.0,88.0,2556 kg
12354,Volvo,4.9,EX40 Twin Motor (MY26),57660.0,385.0,79.0,2170 kg
12355,Volvo,4.9,ES90 Twin Motor Performance (MY26),87350.0,535.0,102.0,2610 kg
12356,Volvo,4.9,C40 Recharge Single Motor (MY24),48355.0,355.0,66.0,2065 kg
12357,Volvo,4.9,EX40 Twin Motor (MY25),57805.0,385.0,79.0,2170 kg
12358,Volvo,4.9,EX40 Twin Motor Performance (MY26),59610.0,385.0,79.0,2170 kg
12359,Volvo,4.9,C40 Recharge Twin Pure Electric (MY22),58350.0,360.0,75.0,2185 kg
12360,Volvo,4.9,XC40 Recharge Twin Pure Electric (MY22),49950.0,335.0,75.0,2188 kg
12361,Volvo,4.9,EX90 Single Motor (MY24-25),82660.0,485.0,100.0,2582 kg
12362,Volvo,4.9,EC40 Single Motor (MY25),52555.0,360.0,67.0,2057 kg
12363,Volvo,4.9,C40 Recharge Pure Electric (MY23),47100.0,335.0,67.0,2045 kg
12364,Volvo,4.9,XC40 Recharge Twin Pure Electric (MY23),57000.0,350.0,75.0,2188 kg
12365,Volvo,4.9,EC40 Single Motor (MY26),52410.0,360.0,67.0,2057 kg
12366,Volvo,4.9,EC40 Twin Motor (MY26),57660.0,400.0,79.0,2185 kg
12367,Volvo,4.9,EX40 Twin Motor Performance (MY25),59555.0,385.0,79.0,2170 kg
12368,Volvo,4.9,EC40 Twin Motor Performance (MY26),59610.0,400.0,79.0,2185 kg
12369,Volvo,4.9,EC40 Twin Motor (MY25),57805.0,400.0,79.0,2185 kg
12370,Volvo,4.9,EC40 Twin Motor Performance (MY25),59555.0,400.0,79.0,2185 kg
12371,Porsche,4.0,Cayenne Electric (MY26),83200.0,520.0,108.0,2600 kg
12372,Porsche,4.0,Macan Electric (MY25),68500.0,495.0,94.9,2295 kg
12373,Porsche,4.0,Taycan,75500.0,410.0,71.0,2125 kg
12374,Porsche,4.0,Taycan,86500.0,495.0,82.3,2165 kg
12375,Porsche,4.0,Taycan 4S,86500.0,395.0,71.0,2215 kg
12376,Porsche,4.0,Macan 4 Electric (MY24-25),69800.0,470.0,94.9,2405 kg
12377,Porsche,4.0,Taycan Turbo S,142400.0,400.0,83.7,2370 kg
12378,Porsche,4.0,Taycan Plus,88200.0,575.0,97.0,2245 kg
12379,Porsche,4.0,Cayenne Turbo Electric (MY26),130900.0,495.0,108.0,2720 kg
12380,Porsche,4.0,Taycan Turbo S,162200.0,525.0,97.0,2370 kg
12381,Porsche,4.0,Taycan 4S,95900.0,490.0,82.3,2245 kg
12382,Porsche,4.0,Taycan 4 Cross Turismo,84500.0,420.0,83.7,2320 kg
12383,Porsche,4.0,Macan 4 Electric (MY26),71900.0,470.0,94.9,2405 kg
12384,Porsche,4.0,Taycan Turbo,119900.0,415.0,83.7,2380 kg
12385,Porsche,4.0,Macan Electric (MY26),68600.0,495.0,94.9,2295 kg
12386,Porsche,4.0,Macan Turbo Electric (MY24-25),95000.0,465.0,94.9,2480 kg
12387,Porsche,4.0,Taycan 4S Plus,90406.0,460.0,83.7,2295 kg
12388,Porsche,4.0,Taycan Turbo GT,189200.0,475.0,97.0,2365 kg
12389,Porsche,4.0,Macan 4S Electric (MY25),76900.0,470.0,94.9,2420 kg
12390,Porsche,4.0,Taycan GTS,110200.0,450.0,83.7,2370 kg
12391,Porsche,4.0,Taycan 4 Cross Turismo,96800.0,510.0,97.0,2355 kg
12392,Porsche,4.0,Taycan GTS,118200.0,535.0,97.0,2360 kg
12393,Porsche,4.0,Macan GTS Electric (MY26),89000.0,465.0,94.9,2470 kg
12394,Porsche,4.0,Taycan 4S Plus,96200.0,565.0,97.0,2325 kg
12395,Porsche,4.0,Macan Turbo Electric (MY26),97500.0,465.0,94.9,2480 kg
12396,Porsche,4.0,Taycan 4S Cross Turismo,99200.0,510.0,97.0,2355 kg
12397,Porsche,4.0,Taycan Plus,79549.0,475.0,83.7,2205 kg
12398,Porsche,4.0,Taycan Turbo GT Weissach,189200.0,475.0,97.0,2295 kg
12399,Porsche,4.0,Taycan,79200.0,420.0,71.0,2125 kg
12400,Porsche,4.0,Taycan 4S Cross Turismo,91000.0,420.0,83.7,2320 kg
12401,Porsche,4.0,Macan 4S Electric (MY26),77100.0,470.0,94.9,2420 kg
12402,Porsche,4.0,Taycan 4 Cross Turismo,88200.0,440.0,83.7,2320 kg
12403,Porsche,4.0,Taycan 4S,90700.0,415.0,71.0,2215 kg
12404,Porsche,4.0,Taycan Turbo,135200.0,535.0,97.0,2365 kg
12405,Porsche,4.0,Taycan 4S Cross Turismo,95200.0,440.0,83.7,2320 kg
12406,Porsche,4.0,Taycan Plus Sport Turismo,89200.0,530.0,97.0,2270 kg
12407,Porsche,4.0,Taycan Sport Turismo,87300.0,460.0,82.3,2190 kg
12408,Porsche,4.0,Taycan GTS Sport Turismo,119200.0,505.0,97.0,2385 kg
12409,Porsche,4.0,Taycan 4S Plus Sport Turismo,97200.0,510.0,97.0,2350 kg
12410,Porsche,4.0,Taycan Turbo S Cross Turismo,165200.0,485.0,97.0,2400 kg
12411,Porsche,4.0,Taycan Sport Turismo,80200.0,380.0,71.0,2155 kg
12412,Porsche,4.0,Taycan 4S Sport Turismo,96700.0,440.0,82.3,2270 kg
12413,Porsche,4.0,Taycan Turbo S Sport Turismo,163200.0,505.0,97.0,2395 kg
12414,Porsche,4.0,Taycan Turbo,125800.0,445.0,83.7,2380 kg
12415,Porsche,4.0,Taycan Turbo Cross Turismo,138200.0,495.0,97.0,2395 kg
12416,Porsche,4.0,Taycan Turbo S,148300.0,430.0,83.7,2370 kg
12417,Porsche,4.0,Taycan 4S Plus,94996.0,480.0,83.7,2295 kg
12418,Porsche,4.0,Taycan Turbo Sport Turismo,136200.0,505.0,97.0,2390 kg
12419,Porsche,4.0,Taycan GTS Sport Turismo,111200.0,425.0,83.7,2385 kg
12420,Porsche,4.0,Taycan Turbo Cross Turismo,120900.0,395.0,83.7,2395 kg
12421,Porsche,4.0,Taycan 4S Sport Turismo,91700.0,370.0,71.0,2245 kg
12422,Porsche,4.0,Taycan Turbo S Cross Turismo,143400.0,380.0,83.7,2395 kg
12423,Porsche,4.0,Taycan Turbo S Sport Turismo,149300.0,395.0,83.7,2400 kg
12424,Porsche,4.0,Taycan Plus,83654.0,485.0,83.7,2205 kg
12425,Porsche,4.0,Taycan 4S Plus Sport Turismo,95996.0,430.0,83.7,2325 kg
12426,Porsche,4.0,Taycan Plus Sport Turismo,84654.0,445.0,83.7,2235 kg
12427,Porsche,4.0,Taycan Turbo S Cross Turismo,149300.0,410.0,83.7,2395 kg
12428,Porsche,4.0,Taycan Turbo Cross Turismo,126800.0,425.0,83.7,2395 kg
12429,Porsche,4.0,Taycan Turbo Sport Turismo,126800.0,405.0,83.7,2405 kg
12430,Dacia,19.1,Spring Electric 70,15990.0,165.0,24.0,1094 kg
12431,Dacia,19.1,Spring Electric 45,14995.0,165.0,25.0,1009 kg
12432,Dacia,19.1,Spring Electric 100,16990.0,160.0,24.0,1111 kg
12433,Dacia,19.1,Spring Electric 65,15995.0,160.0,25.0,1032 kg
12434,Mercedes-Benz,6.2,CLA 250+,45615.0,585.0,85.0,2055 kg
12435,Mercedes-Benz,6.2,GLC 400 4MATIC,60350.0,500.0,94.0,2535 kg
12436,Mercedes-Benz,6.2,EQS 450+,112620.0,685.0,118.0,2545 kg
12437,Mercedes-Benz,6.2,GLB 250+,46100.0,465.0,85.0,2200 kg
12438,Mercedes-Benz,6.2,EQB 250+,52800.0,415.0,70.5,2105 kg
12439,Mercedes-Benz,6.2,CLA 350 4MATIC,54000.0,575.0,85.0,2135 kg
12440,Mercedes-Benz,6.2,EQC 400 4MATIC,74330.0,370.0,80.0,2495 kg
12441,Mercedes-Benz,6.2,CLA Shooting Brake 250+,47750.0,565.0,85.0,2075 kg
12442,Mercedes-Benz,6.2,G 580,180860.0,395.0,116.0,3085 kg
12443,Mercedes-Benz,6.2,EQA 250+,49750.0,420.0,70.5,2050 kg
12444,Mercedes-Benz,6.2,GLB 350 4MATIC,55100.0,460.0,85.0,2280 kg
12445,Mercedes-Benz,6.2,EQE 350+ (MY24),68360.0,555.0,96.0,2415 kg
12446,Mercedes-Benz,6.2,EQB 300 4MATIC,55310.0,345.0,66.5,2165 kg
12447,Mercedes-Benz,6.2,EQS SUV 450 4MATIC,129480.0,530.0,118.0,2840 kg
12448,Mercedes-Benz,6.2,CLA Shooting Brake 350 4MATIC,56300.0,555.0,85.0,2155 kg
